Course_Title,Platform,Provider,URL,Price,Is_Paid,Difficulty,Category,Duration_Hours,Num_Reviews,Num_Subscribers
How To Sell Your Art Online With ETSY,Udemy,Udemy,https://www.udemy.com/how-to-sell-your-art-online-on-etsy/,100,True,Beginner,Graphic Design,3.0,38,1338
Ultimate Guide on Freelancing Career in Photoshop Design,Udemy,Udemy,https://www.udemy.com/freelancing-career-in-photoshop-design/,165,True,All Levels,Graphic Design,6.5,49,1479
Photoshop - Como criar Fusão de forma profissional,Udemy,Udemy,https://www.udemy.com/curso-de-photoshop-composicao-bombeiros/,30,True,All Levels,Graphic Design,4.0,6,38
"Photoshop, Illustrator, InDesign & Graphic Design Principles",Udemy,Udemy,https://www.udemy.com/photoshop-illustrator-indesign-graphic-design-principles/,30,True,All Levels,Graphic Design,12.0,143,934
Photoshop - Tratamento de pele profissional,Udemy,Udemy,https://www.udemy.com/como-fazer-retoque-de-pele-profissional-em-10-passos/,100,True,Intermediate,Graphic Design,1.5,5,50
Indesign - Para quem quer trabalhar com Design Gráfico,Udemy,Udemy,https://www.udemy.com/indesign-como-criar-layouts-pecas-graficas/,100,True,Intermediate,Graphic Design,2.5,7,27
Primeros Pasos con Photoshop CC,Udemy,Udemy,https://www.udemy.com/felinu-primeros-pasos-con-photoshop/,0,False,Beginner,Graphic Design,2.5,654,6429
Cómo Diseñar Logos,Udemy,Udemy,https://www.udemy.com/como-disenar-logos/,25,True,Beginner,Graphic Design,3.5,120,422
Photoshop para principiantes: ¡De cero a experto!,Udemy,Udemy,https://www.udemy.com/adobe-photoshop-curso-practico/,120,True,Beginner,Graphic Design,7.5,15,410
Photoshop Avançado - Pós Produção e fusão com 3D,Udemy,Udemy,https://www.udemy.com/photoshop-avancado-pos-producao-e-fusao-com-3d/,135,True,Expert,Graphic Design,1.0,0,15
ABC do Adobe Illustrator,Udemy,Udemy,https://www.udemy.com/abc-do-adobe-illustrator/,35,True,Beginner,Graphic Design,5.5,15,115
خطوتك الأولى لتعلم الفوتوشوبPhotoshop,Udemy,Udemy,https://www.udemy.com/photoshop-g/,20,True,Beginner,Graphic Design,2.0,11,272
master course - realistisch zeichnen lernen,Udemy,Udemy,https://www.udemy.com/realistisch-zeichnen-lernen-augen/,20,True,All Levels,Graphic Design,5.0,46,280
Photoshopマスターコース　基礎から上級まで　ステップバイステップでPhotoshopのすべてを学ぼう,Udemy,Udemy,https://www.udemy.com/photoshop-x/,70,True,All Levels,Graphic Design,13.0,27,354
Professional Logo Design in Adobe Illustrator,Udemy,Udemy,https://www.udemy.com/professional-logo-design-crash-course/,0,False,All Levels,Graphic Design,7.5,1563,44044
Learn UI/UX and Mobile App Design in Photoshop from Scratch,Udemy,Udemy,https://www.udemy.com/learn-uiux-and-mobile-app-design-in-photoshop-from-scratch/,145,True,All Levels,Graphic Design,3.0,61,1367
Mastering Photoshop: From Beginner to Industry Professional,Udemy,Udemy,https://www.udemy.com/photoshop-tricks-tips-and-techniques/,25,True,Intermediate,Graphic Design,12.5,52,1754
Expert Retina / HiDPI Graphics in Photoshop & Illustrator,Udemy,Udemy,https://www.udemy.com/mastering-retina-graphics/,195,True,All Levels,Graphic Design,1.5,8,2067
Start Making Comics with Manga Studio 5 / Clip Studio Paint,Udemy,Udemy,https://www.udemy.com/start-making-comics/,0,False,All Levels,Graphic Design,6.5,125,5301
Most Wanted Flat Design Techniques #1: Desert Island,Udemy,Udemy,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-desert-island/,0,False,Intermediate,Graphic Design,1.0,143,4294
Photoshop Quickstart Guide to Digital Sketching,Udemy,Udemy,https://www.udemy.com/photoshop-quickstart-guide-to-digital-sketching/,20,True,Beginner,Graphic Design,1.0,24,1679
Gestalt Principles & Pattern Design : Create Festive Pattern,Udemy,Udemy,https://www.udemy.com/gestalt-principles-surface-pattern-design-create-festive-pattern/,50,True,All Levels,Graphic Design,1.0,0,327
Logo Design - Design a Logo in Photoshop for beginners,Udemy,Udemy,https://www.udemy.com/logo-design-photoshop/,30,True,Beginner,Graphic Design,0.5833333333333334,20,740
Advanced Features in Adobe Illustrator,Udemy,Udemy,https://www.udemy.com/advanced-features-in-adobe-illustrator/,30,True,Intermediate,Graphic Design,1.0,6,1348
"YOU can Draw, Shade and Paint a Mixed Media Girl...today!",Udemy,Udemy,https://www.udemy.com/paint-a-mixed-media-girl/,30,True,Beginner,Graphic Design,3.0,44,1249
Photoshop | GIMP: Quick & Easy Image Hacks for Beginners,Udemy,Udemy,https://www.udemy.com/photoshop-gimp-spotlight-top-image-hacks-you-need-to-know/,135,True,Beginner,Graphic Design,3.5,26,1275
Learn Photoshop CC Essentials,Udemy,Udemy,https://www.udemy.com/learn-photoshop-cc-essentials/,75,True,Beginner,Graphic Design,4.5,30,3117
Mobile App Design: From Beginner to Intermediate,Udemy,Udemy,https://www.udemy.com/mobile-app-design-from-beginner-to-intermediate/,140,True,All Levels,Graphic Design,10.0,21,896
Text based Logo Design for Business Using Adobe Photoshop,Udemy,Udemy,https://www.udemy.com/text-based-logo-design-using-adobe-photoshop/,20,True,All Levels,Graphic Design,1.0,25,4208
Graphic Design for Entrepreneurs...Who Can't Draw,Udemy,Udemy,https://www.udemy.com/graphic-design-for-entrepreneurs/,20,True,Beginner,Graphic Design,1.5,51,3903
BUSINESS CARD DESIGN IN POWERPOINT,Udemy,Udemy,https://www.udemy.com/design-flat-business-cards-in-powerpoint/,95,True,Beginner,Graphic Design,1.0,13,1710
Adobe - How to create a professional Video Title/ Web Banner,Udemy,Udemy,https://www.udemy.com/adobe-how-to-create-a-professional-video-title-or-web-banner/,20,True,All Levels,Graphic Design,0.7333333333333333,8,1606
How to Design an Awesome Letterhead in Adobe Illustrator,Udemy,Udemy,https://www.udemy.com/letterheaddesign/,0,False,All Levels,Graphic Design,0.5666666666666667,115,4776
Graphic Design - An Overview of the Field,Udemy,Udemy,https://www.udemy.com/graphic-design-secrets/,0,False,Beginner,Graphic Design,1.0,2215,23229
✔️ Illustrator CC : Be a Graphic Designer in Illustrator CC,Udemy,Udemy,https://www.udemy.com/illustratorsupercourse/,25,True,All Levels,Graphic Design,6.5,62,1456
FLAT ICON DESIGN IN POWERPOINT,Udemy,Udemy,https://www.udemy.com/flat-icon-design-powerpoint/,95,True,Beginner,Graphic Design,1.5,24,1534
Logo Design By Example : Design 5 Famous Logos,Udemy,Udemy,https://www.udemy.com/logo-design-inkscape/,50,True,Beginner,Graphic Design,1.0,28,2199
Bring your sketch to life - learn digital illustration,Udemy,Udemy,https://www.udemy.com/digital-illustration-with-illustrator-and-photoshop/,70,True,Beginner,Graphic Design,3.5,68,1202
Learn Cinema 4D: Create an Abstract Background,Udemy,Udemy,https://www.udemy.com/create-an-abstract-background/,20,True,Beginner,Graphic Design,0.5666666666666667,4,2004
The Art of Icon Design: Create Custom Flat Icon Designs,Udemy,Udemy,https://www.udemy.com/the-art-of-icon-design-create-custom-flat-icon-designs/,90,True,All Levels,Graphic Design,1.5,2,778
Design Tickets and Vouchers in Photoshop and Illustrator,Udemy,Udemy,https://www.udemy.com/design-tickets-and-vouchers-in-photoshop-and-illustrator/,45,True,Beginner,Graphic Design,2.5,0,502
Blender Modelling Series - Volume Two,Udemy,Udemy,https://www.udemy.com/blender-modelling-series-volume-two-master-object-mode/,100,True,Beginner,Graphic Design,2.0,3,1526
Master Adobe Photoshop Lightroom CC - From Beginner to Advan,Udemy,Udemy,https://www.udemy.com/master-adobe-photoshop-lightroom-cc-from-beginner-to-advan/,50,True,Beginner,Graphic Design,8.0,190,1468
Design bestselling T-shirts from Beginner to Expert.,Udemy,Udemy,https://www.udemy.com/t-shirt-design-from-beginner-to-expert-using-photoshop/,95,True,Beginner,Graphic Design,0.6666666666666666,198,798
Digital Painting for Cartoon Characters,Udemy,Udemy,https://www.udemy.com/digital-painting-for-cartoon-characters/,30,True,All Levels,Graphic Design,4.0,108,2044
Create Animated Gif Advertising Banners in Photoshop CC,Udemy,Udemy,https://www.udemy.com/learn-how-to-create-animated-gif-advertising-banners-in-photoshop-cc/,85,True,All Levels,Graphic Design,1.0,9,1310
The Play-Doh Technique: Fun Hand-made Vectors In Illustrator,Udemy,Udemy,https://www.udemy.com/play-doh-technique/,20,True,All Levels,Graphic Design,0.6333333333333333,42,1145
Photo Manipulation: Master Photo Editing,Udemy,Udemy,https://www.udemy.com/photo-manipulation-master-photo-editing/,75,True,All Levels,Graphic Design,1.0,6,326
How to create flat design icons in 15 minutes in Illustrator,Udemy,Udemy,https://www.udemy.com/how-to-create-flat-design-interface-icons-in-illustrator/,195,True,All Levels,Graphic Design,4.5,96,2228
Adobe - Create a professional logo step-by-step (Beauty),Udemy,Udemy,https://www.udemy.com/adobe-create-a-professional-logo-step-by-step-beauty/,20,True,All Levels,Graphic Design,1.5,27,2420
Essential Skills for Designers - Mastering the Pen Tool,Udemy,Udemy,https://www.udemy.com/pen-tool/,45,True,All Levels,Graphic Design,2.0,24,387
Morphing  with After Effect : Everything you need to know,Udemy,Udemy,https://www.udemy.com/adobe-after-effect-morph-anything/,20,True,All Levels,Graphic Design,1.0,10,421
Learn  After Effects and master 3d layers in after effects,Udemy,Udemy,https://www.udemy.com/the-basics-of-after-effects/,20,True,All Levels,Graphic Design,1.5,2,987
Learn Adobe Illustrator CC - All Essentials In 1 Hour!,Udemy,Udemy,https://www.udemy.com/learn-adobe-illustrator-cc-all-essentials-in-1-hour/,55,True,Beginner,Graphic Design,1.0,7,324
History of Art and Design from XV to XXI century,Udemy,Udemy,https://www.udemy.com/history-of-design-abc/,20,True,All Levels,Graphic Design,2.0,11,319
App Design + Web Design + Photoshop = Combined Course,Udemy,Udemy,https://www.udemy.com/photoshop-superhero/,115,True,Beginner,Graphic Design,2.0,6,1087
Adobe Illustrator CC for beginners,Udemy,Udemy,https://www.udemy.com/illustrator-cc-real-world-projects-for-beginners/,20,True,Beginner,Graphic Design,8.0,28,270
Complete Portrait and Figure Drawing (step-by-step),Udemy,Udemy,https://www.udemy.com/complete-portrait-and-figure-drawing-step-by-step/,20,True,All Levels,Graphic Design,1.5,8,124
Adobe Illustrator: Learn Easy Logo Design.,Udemy,Udemy,https://www.udemy.com/logo-design-in-adobe-illustrator/,20,True,All Levels,Graphic Design,3.5,5,371
Create Beautiful Compelling Social Media Banners With Canva,Udemy,Udemy,https://www.udemy.com/stunning-images-for-social-media-with-canva/,50,True,Beginner,Graphic Design,1.5,3,1098
Become a Professional Logo Designer,Udemy,Udemy,https://www.udemy.com/become-a-professional-logo-designer-w/,150,True,All Levels,Graphic Design,8.0,16,107
Learn Photoshop Actions - Save time with repetitive tasks,Udemy,Udemy,https://www.udemy.com/photoshop-actions-increase-your-efficiency/,25,True,Intermediate,Graphic Design,0.6166666666666667,2,507
Essential Skills for Designers - Masking,Udemy,Udemy,https://www.udemy.com/photoshop-masking/,45,True,All Levels,Graphic Design,2.0,30,646
Mastering Photoshop Elements 13 Made Easy Training Tutorial,Udemy,Udemy,https://www.udemy.com/mastering-photoshop-elements-13-made-easy-training-tutorial/,20,True,Beginner,Graphic Design,10.5,8,1738
"Become a Graphic Designer, and earn a living from it",Udemy,Udemy,https://www.udemy.com/become-a-graphic-designer-and-earn-a-living-from-it/,35,True,All Levels,Graphic Design,3.0,12,2354
Learn 2D Cell Shading in Photoshop,Udemy,Udemy,https://www.udemy.com/3dmotive-learn-2d-cell-shading-in-photoshop/,20,True,Intermediate,Graphic Design,1.5,25,238
Adobe Illustrator For Everyone: Create Detailed Vector Image,Udemy,Udemy,https://www.udemy.com/how-to-create-your-own-steampunk-vehicle-part-1/,185,True,All Levels,Graphic Design,1.5,17,165
Learn Digital Drawing in Photoshop,Udemy,Udemy,https://www.udemy.com/digital-drawing-in-photoshop/,20,True,All Levels,Graphic Design,2.0,15,1080
Quickly Batch Export & Package Logo Files for Clients,Udemy,Udemy,https://www.udemy.com/quickly-batch-export-package-logo-files-for-clients/,20,True,Intermediate,Graphic Design,0.6833333333333333,10,489
Logo Design for Everybody,Udemy,Udemy,https://www.udemy.com/logo-design-for-everybody/,30,True,Beginner,Graphic Design,5.5,10,706
Pixelmator - Create Vector Graphics From Scratch,Udemy,Udemy,https://www.udemy.com/create-icons-and-shapes-from-scratch-using-pixelmator/,20,True,All Levels,Graphic Design,3.0,42,507
Most Wanted Flat Design Techniques #3: Office Space,Udemy,Udemy,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-office-space/,95,True,Intermediate,Graphic Design,2.0,2,1028
Flat Design - Create Beautiful Flat Graphics In Photoshop,Udemy,Udemy,https://www.udemy.com/flat-design-graphics-photoshop/,20,True,All Levels,Graphic Design,2.0,13,545
T-Shirt Design Workshop 01: Foundation,Udemy,Udemy,https://www.udemy.com/t-shirt-design-workshop-01-foundation/,25,True,All Levels,Graphic Design,1.0,162,690
Expert Guide : Mastering Shapes Creation with Illustrator,Udemy,Udemy,https://www.udemy.com/mastering-shapes-creation-in-illustrator/,200,True,All Levels,Graphic Design,5.0,17,2911
Logo Portfolio in 1 Hour in Wordpress,Udemy,Udemy,https://www.udemy.com/logoportfolio/,100,True,All Levels,Graphic Design,1.0,9,734
Complete Digital Painting Training with Corel Painter,Udemy,Udemy,https://www.udemy.com/digital-portrait-painting/,30,True,All Levels,Graphic Design,3.5,23,4353
How to Design Simple Promotional Materials in Photoshop,Udemy,Udemy,https://www.udemy.com/how-to-design-simple-promotional-materials-in-photoshop/,55,True,Beginner,Graphic Design,2.5,5,521
Design and Animate a Gamer UI,Udemy,Udemy,https://www.udemy.com/design-and-animate-a-gamer-ui/,20,True,All Levels,Graphic Design,1.5,37,3481
Learn Blender 3D - The materials and texture course,Udemy,Udemy,https://www.udemy.com/learn-blender-3d-the-materials-and-texture-course/,200,True,All Levels,Graphic Design,12.5,48,711
FACEBOOK COVERS IN POWERPOINT,Udemy,Udemy,https://www.udemy.com/design-facebook-covers-in-powerpoint/,95,True,Beginner,Graphic Design,0.6333333333333333,31,1123
"Quote Images for Pinterest, Facebook, & Instagram",Udemy,Udemy,https://www.udemy.com/viral-images-pinterest-facebook-instagram/,0,False,Beginner,Graphic Design,1.0,576,12103
Adobe Illustrator: Create a Quick & Easy Unique Illustration,Udemy,Udemy,https://www.udemy.com/create-quick-easy-original-illustrations-in-illustrator/,95,True,Beginner,Graphic Design,1.5,57,1418
Learn to Design a Logo in Adobe Illustrator,Udemy,Udemy,https://www.udemy.com/learn-to-design-a-logo-in-adobe-illustrator/,20,True,All Levels,Graphic Design,4.5,49,3390
Photoshop In-Depth: Master all of Photoshop's Tools Easily,Udemy,Udemy,https://www.udemy.com/photoshop-tools/,0,False,All Levels,Graphic Design,4.5,1779,53851
Diseño de logo para principiantes,Udemy,Udemy,https://www.udemy.com/logo_para_principiantes/,25,True,All Levels,Graphic Design,0.6666666666666666,3,3
After Effects - Alles rund um das Tracking,Udemy,Udemy,https://www.udemy.com/spannende-after-effects-techniken/,20,True,Beginner,Graphic Design,1.5,0,1
Introducción al retrato realista con Photoshop,Udemy,Udemy,https://www.udemy.com/introduccion-al-retrato-realista-con-photoshop/,20,True,Beginner,Graphic Design,1.0,0,3
Uso Básico de Adobe Photoshop,Udemy,Udemy,https://www.udemy.com/uso-basico-de-adobe-photoshop/,20,True,Beginner,Graphic Design,1.0,0,1
Técnicas Photoshop: Reformar Campo de golf,Udemy,Udemy,https://www.udemy.com/tecnicas-photoshop-reformar-campo-de-golf/,40,True,All Levels,Graphic Design,1.5,0,2
誰でもわかる Adobe Illustrator CS5,Udemy,Udemy,https://www.udemy.com/adobe-illustrator-cs5-k/,20,True,Beginner,Graphic Design,3.5,0,1
誰でもわかる Adobe Photoshop CS5,Udemy,Udemy,https://www.udemy.com/adobe-photoshop-cs5-k/,20,True,Beginner,Graphic Design,3.5,0,1
MicroStation - Niveles,Udemy,Udemy,https://www.udemy.com/microstation-niveles/,20,True,Beginner,Graphic Design,0.5666666666666667,0,2
Crea personajes fantásticos con Photoshop,Udemy,Udemy,https://www.udemy.com/crea-personajes-fantasticos-con-photoshop/,20,True,Beginner,Graphic Design,1.0,0,1
Letras en Adobe Illustrator,Udemy,Udemy,https://www.udemy.com/letras-en-adobe-illustrator/,40,True,Beginner,Graphic Design,2.5,0,0
Photoshop: Creando elemental de aire,Udemy,Udemy,https://www.udemy.com/photoshop-creando-elemental-de-aire/,20,True,Beginner,Graphic Design,1.0,0,0
Nuke X: Aprende composición digital,Udemy,Udemy,https://www.udemy.com/nuke-x-aprende-composicion-digital/,35,True,Beginner,Graphic Design,2.5,1,3
สร้างงานกราฟฟิคแอพพลิเคชั่นมือถือด้วย Adobe Illustrator,Udemy,Udemy,https://www.udemy.com/adobe-illustrator-mobile-app-codemobiles-thai/,20,True,Beginner,Graphic Design,9.5,5,25
Photoshop: Creando elemental de agua,Udemy,Udemy,https://www.udemy.com/photoshop-creando-elemental-de-agua/,20,True,Beginner,Graphic Design,0.6166666666666667,1,1
７日でマスター  ビギナー向け Adobe Illustrator　どきどきセミナー,Udemy,Udemy,https://www.udemy.com/7-adobe-illustrator/,20,True,Beginner,Graphic Design,5.5,3,108
Si eres nuevo en Photoshop...Este es tu curso Nº1,Udemy,Udemy,https://www.udemy.com/photoshopcurso1/,20,True,Beginner,Graphic Design,2.0,3,13
Intro to Illustrator,Udemy,Udemy,https://www.udemy.com/intro-to-illustrator/,20,True,Beginner,Graphic Design,7.0,4,11
画像加工の初心者だとしても、１週間でホームページのトップ画像を製作できるようになる画像製作講座,Udemy,Udemy,https://www.udemy.com/layeqrqk/,65,True,Beginner,Graphic Design,4.0,0,37
Photoshop - Automatização com Adobe Script,Udemy,Udemy,https://www.udemy.com/adobe-photoshop-scripting/,195,True,Intermediate,Graphic Design,8.5,0,7
دورة شامل لبرنامج إلستريتور للمبتدئين - Adobe illustrator CC,Udemy,Udemy,https://www.udemy.com/illustrator-basics/,30,True,Beginner,Graphic Design,4.5,1,1
Corel Draw X8 Başlangıç Eğitimi (YENİ),Udemy,Udemy,https://www.udemy.com/coreldraw-x8-temel-egitimi-yeni/,65,True,Beginner,Graphic Design,6.5,0,1
Formation Photoshop,Udemy,Udemy,https://www.udemy.com/formation-photoshop/,200,True,Beginner,Graphic Design,1.0,0,6
8 Stunden professionelles Cinema 4D Training,Udemy,Udemy,https://www.udemy.com/professionelle-3d-modelle-leicht-verstandlich-erstellen/,50,True,All Levels,Graphic Design,8.5,1,18
Clipping Masks & Shaped images in Adobe Photoshop CC,Udemy,Udemy,https://www.udemy.com/how-to-adobe-photoshop-clipping-mask-layer-tutorial-images-photoshop/,90,True,All Levels,Graphic Design,0.7333333333333333,12,1905
Expert Guide : Mastering Photoshop Smart Objects in depth !,Udemy,Udemy,https://www.udemy.com/a-genius-guide-become-photoshop-smarty-with-smart-objects/,195,True,All Levels,Graphic Design,2.0,26,3360
Portrait Typography in Photoshop - Anyone can do Typography,Udemy,Udemy,https://www.udemy.com/portrait-typography-in-photoshop-anyone-can-do-typography/,95,True,All Levels,Graphic Design,2.5,2,941
Mastering Retouching and Restoration (15 projects Included),Udemy,Udemy,https://www.udemy.com/mastering-beauty-retouching-and-photo-restoration/,100,True,All Levels,Graphic Design,2.5,15,4927
Make flat design trees in Adobe Illustrator in 30 minutes!,Udemy,Udemy,https://www.udemy.com/make-flat-design-trees-in-adobe-illustrator-in-30-minutes/,50,True,Beginner,Graphic Design,0.6333333333333333,95,2087
Photoshop Fantastic! - The Comprehensive Guide to Photoshop,Udemy,Udemy,https://www.udemy.com/photoshopfantastic/,20,True,All Levels,Graphic Design,6.0,26,2938
Drawing in PowerPoint: Block diagram + Experiments + Cartoon,Udemy,Udemy,https://www.udemy.com/how-to-draw-in-powerpoint/,155,True,Beginner,Graphic Design,2.0,29,2911
Graphic Design: Double Your Sales With Canva,Udemy,Udemy,https://www.udemy.com/canva-marketing/,20,True,All Levels,Graphic Design,2.5,40,1797
Easy Typography Tips to Beautify and Strengthen Your Work,Udemy,Udemy,https://www.udemy.com/typography-tips/,45,True,Intermediate,Graphic Design,1.0,11,3192
Adobe Illustrator Advanced Vector Artwork,Udemy,Udemy,https://www.udemy.com/adobe-illustrator-advance-vector-artwork/,90,True,All Levels,Graphic Design,7.5,117,1538
Web Elements Design With Photoshop,Udemy,Udemy,https://www.udemy.com/web-elements-design-with-photoshop/,45,True,All Levels,Graphic Design,5.0,38,5072
Logo Design Made Easy: Create your own logo in PowerPoint,Udemy,Udemy,https://www.udemy.com/logodesignmadeeasy/,20,True,Beginner,Graphic Design,1.0,17,1086
Typografie - Die besten Schriftarten im Geschäftsalltag,Udemy,Udemy,https://www.udemy.com/typographie-schriftarten/,75,True,Beginner,Graphic Design,1.5,10,213
Lettering,Udemy,Udemy,https://www.udemy.com/saibala-lettering/,40,True,All Levels,Graphic Design,1.5,33,135
Corel Draw x7,Udemy,Udemy,https://www.udemy.com/coreldrawx7/,20,True,All Levels,Graphic Design,12.0,43,164
Adobe Photoshop CC - Fundamentos,Udemy,Udemy,https://www.udemy.com/photoshop-cc-fundamentos/,40,True,Beginner,Graphic Design,7.5,49,290
Curso de Diseño e Ilustracion de Armas para Videojuegos,Udemy,Udemy,https://www.udemy.com/curso-de-diseno-e-ilustracion-de-armas-para-videojuegos/,40,True,All Levels,Graphic Design,2.5,18,183
Photoshop - Composição vintage,Udemy,Udemy,https://www.udemy.com/curso-de-photoshop-composicao-vintage/,30,True,All Levels,Graphic Design,1.0,4,35
Photoshop: Automatiza invitaciones con bloc de notas y Excel,Udemy,Udemy,https://www.udemy.com/curso-photoshop-automatiza-invitaciones-bloc-de-notas-excel/,30,True,All Levels,Graphic Design,1.5,2,86
Illustrator CC 2016 Power Workshops (Deutsch),Udemy,Udemy,https://www.udemy.com/illustrator-cc-2016-power-workshops-deutsch/,150,True,Intermediate,Graphic Design,4.5,10,96
Curso Blender 3D  do Básico ao Avançado ,Udemy,Udemy,https://www.udemy.com/blender-3d-curso-completo/,20,True,All Levels,Graphic Design,14.5,79,353
Diseño impreso - Preimpresión para offset en Illustrator,Udemy,Udemy,https://www.udemy.com/diseno-impreso/,100,True,All Levels,Graphic Design,1.5,9,33
Fundamentos de la Tipografía - Para un diseño eficaz,Udemy,Udemy,https://www.udemy.com/los-fundamentos-de-la-tipografia/,20,True,Beginner,Graphic Design,1.0,24,172
الدورة الشاملة illustrator from zero to hero,Udemy,Udemy,https://www.udemy.com/illustrator-arabic/,150,True,All Levels,Graphic Design,30.0,40,155
Designing an eBook Cover that Sells,Udemy,Udemy,https://www.udemy.com/designing-an-ebook-cover/,20,True,All Levels,Graphic Design,2.0,2,27
Master Terrazzo: Creating Vector Tiles with Adobe Illustrati,Udemy,Udemy,https://www.udemy.com/master-terrazzo/,20,True,Intermediate,Graphic Design,1.0,1,2
Paint atmospheric sunset with soft pastel!,Udemy,Udemy,https://www.udemy.com/catch-the-sunset/,20,True,Intermediate,Graphic Design,0.6166666666666667,1,7
Earn and Learn to create Logo designs in Illustrator quickly,Udemy,Udemy,https://www.udemy.com/learn-to-create-wicked-logo-designs-in-illustrator-quickly/,50,True,All Levels,Graphic Design,1.0,1,18
Create your own Photoshop brush preset!,Udemy,Udemy,https://www.udemy.com/create-autumn-leaf-brushes/,20,True,Beginner,Graphic Design,0.6166666666666667,1,4
Quick and Quirky Caricatures - Learn in an Hour!,Udemy,Udemy,https://www.udemy.com/quick-and-quirky-caricatures/,20,True,Beginner,Graphic Design,1.5,14,139
Finalize Production Files | Photoshop Illustrator InDesign,Udemy,Udemy,https://www.udemy.com/finalize-production-files/,50,True,All Levels,Graphic Design,1.0,2,18
How to illustrate in Flash ,Udemy,Udemy,https://www.udemy.com/how-to-illustrate-in-flash/,20,True,Beginner,Graphic Design,2.0,2,5
OpenCV Computer Vision Application Programming ,Udemy,Udemy,https://www.udemy.com/opencv-computer-vision-application-programming/,85,True,All Levels,Graphic Design,2.5,14,167
Turn your animated greeting card carousel into a music video,Udemy,Udemy,https://www.udemy.com/turn-your-animated-greeting-card-carousel-into-a-music-video/,20,True,Intermediate,Graphic Design,1.0,0,311
Mastering Photoshop Elements 15 Made Easy Training Tutorial,Udemy,Udemy,https://www.udemy.com/mastering-photoshop-elements-15-made-easy-training-tutorial/,30,True,Beginner,Graphic Design,6.5,4,13
Manipulate Photos with GIMP,Udemy,Udemy,https://www.udemy.com/photo-manipulation-in-gimp/,20,True,All Levels,Graphic Design,2.0,4,34
Learn to Draw Pretty Faces for Comic Books,Udemy,Udemy,https://www.udemy.com/learn-to-draw-pretty-faces-for-comic-books/,40,True,Beginner,Graphic Design,5.0,145,1522
The Business Graphic Design with Photoshop & Illustrator,Udemy,Udemy,https://www.udemy.com/businessgraphicdesign/,200,True,All Levels,Graphic Design,17.0,128,6039
Bestseller!! Learn Illustrator CC in 1 Hour,Udemy,Udemy,https://www.udemy.com/1hourillustrator/,200,True,Beginner,Graphic Design,1.5,100,4449
Learn Professional Book-Cover Designing Photoshop 4 Beginner,Udemy,Udemy,https://www.udemy.com/learn-professional-book-cover-designing-photoshop/,200,True,Beginner,Graphic Design,3.0,21,6428
How To Make Graphics For A Website,Udemy,Udemy,https://www.udemy.com/how-to-make-graphics-for-a-website/,200,True,All Levels,Graphic Design,1.5,35,24857
Adobe Illustrator: How to Draw Squared Animals Icons,Udemy,Udemy,https://www.udemy.com/adobe-illustrator-how-to-draw-squared-animals-icons/,180,True,Beginner,Graphic Design,0.5333333333333333,38,2873
Book Covers and Graphic Design with PowerPoint 2013/2016/365,Udemy,Udemy,https://www.udemy.com/book-cover-design-with-microsoft-powerpoint-2013/,195,True,Beginner,Graphic Design,4.0,57,5840
Getting Started With Digital Painting Using Krita,Udemy,Udemy,https://www.udemy.com/getting-started-with-digital-painting-using-krita/,20,True,Beginner,Graphic Design,0.6,15,1011
Logo Design - Guide to Logo Design in Photoshop,Udemy,Udemy,https://www.udemy.com/graphic-design-mastering-logo-design/,25,True,All Levels,Graphic Design,2.0,86,6215
Logo Design Essentials ,Udemy,Udemy,https://www.udemy.com/logo-design/,20,True,All Levels,Graphic Design,0.7,481,33205
Fundamentals of Character Design: From Concept to Vector,Udemy,Udemy,https://www.udemy.com/fundamentals-of-character-design-from-concept-to-vector/,50,True,Beginner,Graphic Design,1.0,10,1452
"Whiteboard Animation, Beginner To Expert - In 1 Hour!",Udemy,Udemy,https://www.udemy.com/whiteboardanimation/,20,True,All Levels,Graphic Design,1.0,25,1343
Drawing Fun Caricatures! :) -The Best Method!,Udemy,Udemy,https://www.udemy.com/caricature/,25,True,All Levels,Graphic Design,0.5833333333333334,11,41
Advanced Graphic Design-Photoshop CC 2014 for Photographers,Udemy,Udemy,https://www.udemy.com/advanced-graphic-design-photoshop-cc-2014-for-photographers/,20,True,All Levels,Graphic Design,1.5,11,314
Design Beautiful & Professional Ebooks Using FREE Software,Udemy,Udemy,https://www.udemy.com/ebook-layouts/,20,True,All Levels,Graphic Design,4.0,7,239
Desktop Publishing 101: Simplified Editing,Udemy,Udemy,https://www.udemy.com/desktop-publishing-101-learn-editing-in-a-simplified-way/,20,True,Beginner,Graphic Design,1.0,9,507
Create Professional Character Designs in Photoshop,Udemy,Udemy,https://www.udemy.com/create-professional-character-designs-in-photoshop/,20,True,Intermediate,Graphic Design,4.0,11,228
How to Make a Custom Graphic From Sketches ,Udemy,Udemy,https://www.udemy.com/how-create-vector-art-from-drawings-by-hand/,20,True,Beginner,Graphic Design,0.7333333333333333,4,21
Getting Started with Illustrator CC,Udemy,Udemy,https://www.udemy.com/getting-started-with-illustrator-cc2/,100,True,Beginner,Graphic Design,5.5,10,92
"Photoshop From Scratch to Logos, Digital Drawing & Projects",Udemy,Udemy,https://www.udemy.com/photoshop-from-scratch-to-logos-digital-drawing-projects/,20,True,Beginner,Graphic Design,1.5,10,91
