Course_Title,Platform,Provider,URL,Price,Is_Paid,Difficulty,Category,Duration_Hours,Num_Reviews,Num_Subscribers
Introduction to Biomedical Engineering,Coursera,Peter the Great St. Petersburg Polytechnic University,https://www.coursera.org/learn/bioengineering,,,Advanced,Electrical,,,
Introduction to Accounting Data Analytics and Visualization,Coursera,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/intro-accounting-data-analytics-visual,,,Advanced,data,,,
Manufacturing Process with Autodesk Fusion 360,Coursera,Autodesk,https://www.coursera.org/learn/manufacturing-process-fusion-360,,,Advanced,solidworks,,,
Introduction to Game Development,Coursera,Michigan State University,https://www.coursera.org/learn/game-development,,,Beginner,game,,,
Getting started in cryo-EM,Coursera,Caltech,https://www.coursera.org/learn/cryo-em,,,All Levels,goniometer,,,
Java for Android,Coursera,Vanderbilt University,https://www.coursera.org/learn/java-for-android,,,Intermediate,java,,,
Public Economics,Coursera,National Research University Higher School of Economics,https://www.coursera.org/learn/public-economics,,,Advanced,Median,,,
Introduction to Algae,Coursera,University of California San Diego,https://www.coursera.org/learn/algae,,,Beginner,photosynthesis,,,
A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650),Coursera,Yale University,https://www.coursera.org/learn/western-christianity-200-1650,,,Intermediate,religion,,,
Game-Theoretic Solution Concept with Spread Sheets,Coursera,Coursera Project Network,https://www.coursera.org/learn/game-theoretic-solution-concept-with-spreadsheets,,,Beginner,decision,,,
Survival Analysis in R for Public Health,Coursera,Imperial College London,https://www.coursera.org/learn/survival-analysis-r-public-health,,,Advanced,Missing,,,
Collegiate Esports and Career Planning,Coursera,"University of California, Irvine",https://www.coursera.org/learn/college-esports-career-planning,,,Beginner,choice,,,
Learn to Program: Crafting Quality Code,Coursera,University of Toronto,https://www.coursera.org/learn/program-code,,,Advanced,software,,,
Materials Data Sciences and Informatics,Coursera,Georgia Institute of Technology,https://www.coursera.org/learn/material-informatics,,,Beginner,Mechanical,,,
Nutrition and Lifestyle in Pregnancy,Coursera,Ludwig-Maximilians-Universit�t M�nchen (LMU),https://www.coursera.org/learn/nutrition-pregnancy,,,Beginner,exercise,,,
Sustainable Agricultural Land Management,Coursera,University of Florida,https://www.coursera.org/learn/sustainable-agriculture,,,Intermediate,agricultural,,,
Microservices with Spring Boot,Coursera,Coursera Project Network,https://www.coursera.org/learn/microservices-with-spring-boot,,,Advanced,project,,,
Lecture Series for Preventing and Controlling COVID-19,Coursera,Xi'an Jiaotong University,https://www.coursera.org/learn/covid-19lectureseries,,,Beginner,social,,,
The Dynamic Earth: A Course for Educators,Coursera,American Museum of Natural History,https://www.coursera.org/learn/earth-amnh,,,Intermediate,Environmental,,,
Requirements Specifications: Goals and Conflict Analysis,Coursera,University of Colorado System,https://www.coursera.org/learn/requirements-specification-goals,,,Advanced,soft,,,
Marketing Design with Easil,Coursera,Coursera Project Network,https://www.coursera.org/learn/marketing-design-with-easil,,,Beginner,loyalty,,,
Hands-on Text Mining and Analytics,Coursera,Yonsei University,https://www.coursera.org/learn/text-mining-analytics,,,Advanced,sentiment,,,
Statistical Mechanics: Algorithms and Computations,Coursera,�cole normale sup�rieure,https://www.coursera.org/learn/statistical-mechanics,,,Advanced,computational,,,
Introduction to Data Analysis Using Excel,Coursera,Rice University,https://www.coursera.org/learn/excel-data-analysis,,,Beginner,Histogram,,,
The Place of Music in 21st Century Education,Coursera,The University of Sydney,https://www.coursera.org/learn/music-education,,,Beginner,affordance,,,
Developing AI Applications on Azure,Coursera,LearnQuest,https://www.coursera.org/learn/developing-ai-applications-azure,,,Beginner,Machine,,,
Hiring and Onboarding Employees with ClickUp,Coursera,Coursera Project Network,https://www.coursera.org/learn/hiring-onboarding-employees-with-clickup,,,Beginner,sap,,,
African cities : An Introduction to Urban Planning,Coursera,�cole Polytechnique F�d�rale de Lausanne,https://www.coursera.org/learn/african-cities1,,,Advanced,Urban,,,
iOS Project: Transreality Game,Coursera,"University of California, Irvine",https://www.coursera.org/learn/transreality-gaming,,,Advanced,sap,,,
Designing Your Personal Weight Loss Plan,Coursera,Case Western Reserve University,https://www.coursera.org/learn/weight-loss-plan,,,Intermediate,eating,,,
Advanced Writing,Coursera,"University of California, Irvine",https://www.coursera.org/learn/Advanced-writing,,,Intermediate,english,,,
"Doping : Sports, Organizations and Sciences",Coursera,University of Lausanne,https://www.coursera.org/learn/doping,,,Beginner,social,,,
Introduction to Python,Coursera,Coursera Project Network,https://www.coursera.org/learn/introduction-to-python,,,Beginner,Computer,,,
Challenges of Agribusiness Management,Coursera,Universit� Bocconi,https://www.coursera.org/learn/agribusiness-management-challenges,,,Beginner,food,,,
Cost and Economics in Pricing Strategy,Coursera,University of Virginia,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics,,,Beginner,cost,,,
Economic Growth and Distributive Justice Part I -The Role of the State,Coursera,Tel Aviv University,https://www.coursera.org/learn/economic-growth-part-1,,,Beginner,expected,,,
Encryption And Decryption Using C++,Coursera,Coursera Project Network,https://www.coursera.org/learn/encryption-and-decrytion-using-cpp,,,Beginner,project,,,
Real-Time Mission-Critical Systems Design,Coursera,University of Colorado Boulder,https://www.coursera.org/learn/real-time-mission-critical-systems-design,,,Advanced,failure,,,
"Android App Components - Services, Local IPC, and Content Providers",Coursera,Vanderbilt University,https://www.coursera.org/learn/androidapps-2,,,Advanced,sqlite,,,
VR and 360 Video Production,Coursera,Google AR & VR,https://www.coursera.org/learn/360-vr-video-production,,,Beginner,do,,,
RPA Lifecycle: Development and Testing,Coursera,Automation Anywhere,https://www.coursera.org/learn/rpa-development-testing,,,Advanced,event,,,
Methods of Surface Analysis,Coursera,National Research Nuclear University MEPhI,https://www.coursera.org/learn/methods-surface-analysis,,,Intermediate,electron,,,
Startups in open innovation,Coursera,Saint Petersburg State University,https://www.coursera.org/learn/startups-in-open-innovation,,,Advanced,open,,,
Python Data Structures,Coursera,University of Michigan,https://www.coursera.org/learn/python-data,,,All Levels,dict,,,
"Blockchain, Cryptoassets, and Decentralized Finance",Coursera,INSEAD,https://www.coursera.org/learn/blockchain-crypto-decentralized-finance,,,Beginner,BlockChain,,,
Data Processing Using Python,Coursera,Nanjing University,https://www.coursera.org/learn/python-data-processing,,,Advanced,Computer,,,
International Law in Action: the Arbitration of International Disputes,Coursera,Universiteit Leiden,https://www.coursera.org/learn/arbitration-international-disputes,,,Advanced,entry,,,
Applied Text Mining in Python,Coursera,University of Michigan,https://www.coursera.org/learn/python-text-mining,,,Advanced,language,,,
Engaging ELLs and Their Families in the School and Community,Coursera,Arizona State University,https://www.coursera.org/learn/ell-families,,,Advanced,parent,,,
Serve Scikit-Learn Models for Deployment with BentoML,Coursera,Coursera Project Network,https://www.coursera.org/learn/scikit-learn-model-deployment-bentoml,,,Intermediate,project,,,
Making Sense of the News: News Literacy Lessons for Digital Citizens,Coursera,The State University of New York,https://www.coursera.org/learn/news-literacy,,,Intermediate,faith,,,
Astro 101: Black Holes,Coursera,University of Alberta,https://www.coursera.org/learn/black-holes-astro-101,,,Beginner,path,,,
Patenting in Biotechnology,Coursera,Technical University of Denmark (DTU),https://www.coursera.org/learn/patenting-bio-ipr,,,Advanced,stable,,,
Evaluating Designs with Users,Coursera,University of Michigan,https://www.coursera.org/learn/evaluating-designs-with-users,,,Beginner,Human,,,
Capstone Project � Analyzing a Real Transaction,Coursera,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/capstone-project-analyzing-a-real-transaction,,,Advanced,facilitation,,,
Create Charts and Dashboard using Google Sheets,Coursera,Coursera Project Network,https://www.coursera.org/learn/charts-dashboard-google-sheets,,,Beginner,Digital,,,
Use Commands and Create a Remote Git Repository,Coursera,Coursera Project Network,https://www.coursera.org/learn/commands-create-git-remote-repository,,,Beginner,html,,,
Advanced Modeling for Discrete Optimization,Coursera,The University of Melbourne,https://www.coursera.org/learn/Advanced-modeling,,,Advanced,constraint,,,
Command Line in Linux,Coursera,Coursera Project Network,https://www.coursera.org/learn/command-line-linux,,,Beginner,unix,,,
Principles of Secure Coding,Coursera,"University of California, Davis",https://www.coursera.org/learn/secure-coding-principles,,,Intermediate,c,,,
Introduction to Public Health Engineering in Humanitarian Contexts,Coursera,�cole Polytechnique F�d�rale de Lausanne,https://www.coursera.org/learn/engineering-humanitarian,,,Beginner,Wastewater,,,
The Development of Mobile Health Monitoring Systems,Coursera,Saint Petersburg State University,https://www.coursera.org/learn/mobile-health-monitoring-systems,,,Advanced,biomedical,,,
3D Printing Software,Coursera,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/3d-printing-software,,,Advanced,software,,,
Building Web Applications in Django,Coursera,University of Michigan,https://www.coursera.org/learn/django-build-web-apps,,,All Levels,Python,,,
Building Custom Regional Reports with Google Analytics,Coursera,Coursera Project Network,https://www.coursera.org/learn/building-custom-regional-reports-with-google-analytics,,,Beginner,Leadership,,,
Developing a Google SRE Culture,Coursera,Google Cloud,https://www.coursera.org/learn/developing-a-google-sre-culture,,,Advanced,site,,,
Conflict Resolution Skills,Coursera,"University of California, Irvine",https://www.coursera.org/learn/conflict-resolution-skills,,,Advanced,interpersonal,,,
Building a Data Science Team,Coursera,Johns Hopkins University,https://www.coursera.org/learn/build-data-science-team,,,Intermediate,Data,,,
"S�ren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity",Coursera,University of Copenhagen,https://www.coursera.org/learn/kierkegaard,,,Intermediate,literary,,,
Design Thinking and Global Startup,Coursera,Korea Advanced Institute of Science and Technology(KAIST),https://www.coursera.org/learn/startup101,,,Beginner,investor,,,
Design and Analyze Secure Networked Systems,Coursera,University of Colorado System,https://www.coursera.org/learn/design-secure-networked-systems,,,Advanced,cyber,,,
"Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets",Coursera,UNSW Sydney (The University of New South Wales),https://www.coursera.org/learn/mechanics-particles-planets,,,Intermediate,normal,,,
Predictive Analytics and Data Mining,Coursera,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/predictive-analytics-data-mining,,,Advanced,unsupervised,,,
"Anatomy of the Chest, Abdomen, and Pelvis",Coursera,Yale University,https://www.coursera.org/learn/trunk-anatomy,,,Beginner,medicine,,,
Database Design and Diagramming in Dia,Coursera,Coursera Project Network,https://www.coursera.org/learn/database-design-and-diagramming-in-dia,,,Beginner,data,,,
A Complete Reinforcement Learning System (Capstone),Coursera,University of Alberta,https://www.coursera.org/learn/complete-reinforcement-learning-system,,,Intermediate,Q-Learning,,,
Private Equity and Venture Capital,Coursera,Universit� Bocconi,https://www.coursera.org/learn/private-equity,,,Beginner,Private,,,
Memoir and Personal Essay: Managing Your Relationship with the Reader,Coursera,Wesleyan University,https://www.coursera.org/learn/memoir-reader-relationship,,,Advanced,relative,,,
Fundamentals of Immunology: T Cells and Signaling,Coursera,Rice University,https://www.coursera.org/learn/immunologyfundamentalstcellssignaling,,,Advanced,biochemistry,,,
Game Theory with Python,Coursera,Coursera Project Network,https://www.coursera.org/learn/game-theory-with-python,,,Beginner,math,,,
Data Science at Scale - Capstone Project,Coursera,University of Washington,https://www.coursera.org/learn/datasci-capstone,,,Advanced,entropy,,,
Social Media Advertising,Coursera,University of Colorado Boulder,https://www.coursera.org/learn/social-media-advertising,,,Advanced,Marketing,,,
Photography Capstone Project,Coursera,Michigan State University,https://www.coursera.org/learn/photography-project,,,Intermediate,Peer,,,
The Wonders and Challenges of Bible Education,Coursera,Hebrew University of Jerusalem,https://www.coursera.org/learn/wonders-challenges-bible-education,,,Advanced,gift,,,
"Functions, Methods, and Interfaces in Go",Coursera,"University of California, Irvine",https://www.coursera.org/learn/golang-functions-methods,,,Beginner,function,,,
Search Advertising,Coursera,University of Colorado Boulder,https://www.coursera.org/learn/search-advertising,,,Beginner,auctions,,,
On Strategy : What Managers Can Learn from Philosophy - PART 1,Coursera,CentraleSup�lec,https://www.coursera.org/learn/management-philosophy,,,Advanced,perception,,,
Introduction to Big Data,Coursera,University of California San Diego,https://www.coursera.org/learn/big-data-introduction,,,All Levels,analysis,,,
H�tel �De l'�toile� - a hotel in crisis?,Coursera,ESSEC Business School,https://www.coursera.org/learn/hotel-management-project,,,Advanced,revenue,,,
Leading People and Teams Capstone,Coursera,University of Michigan,https://www.coursera.org/learn/leading-teams-project,,,Beginner,Project,,,
Corporate Finance I: Measuring and Promoting Value Creation,Coursera,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/corporate-finance-measure-success,,,Advanced,investment,,,
TCP/IP and Advanced Topics,Coursera,University of Colorado System,https://www.coursera.org/learn/tcp-ip-Advanced,,,Advanced,mobile,,,
Natural Language Processing with Probabilistic Models,Coursera,DeepLearning.AI,https://www.coursera.org/learn/probabilistic-models-in-nlp,,,Beginner,natural,,,
Renewable Energy and Green Building Entrepreneurship,Coursera,Duke University,https://www.coursera.org/learn/renewable-energy-entrepreneurship,,,Intermediate,energy,,,
Surveillance Systems: The Building Blocks,Coursera,Johns Hopkins University,https://www.coursera.org/learn/epidemiology-surveillance-systems,,,Beginner,public,,,
"Anticipating Your Next Battle, in Business and Beyond",Coursera,HEC Paris,https://www.coursera.org/learn/anticipate,,,Advanced,leadership,,,
Getting Started With Application Development,Coursera,Google Cloud,https://www.coursera.org/learn/getting-started-app-development,,,Beginner,Google,,,
Global Arctic,Coursera,�cole Polytechnique F�d�rale de Lausanne,https://www.coursera.org/learn/global-arctic,,,Beginner,climate,,,
"Sampling People, Networks and Records",Coursera,University of Michigan,https://www.coursera.org/learn/sampling-methods,,,Advanced,Design,,,
Mindware: Critical Thinking for the Information Age,Coursera,University of Michigan,https://www.coursera.org/learn/mindware,,,Beginner,General,,,
Precision Medicine,Coursera,University of Geneva,https://www.coursera.org/learn/precision-medicine,,,Advanced,genetic,,,
Data Science Math Skills,Coursera,Duke University,https://www.coursera.org/learn/datasciencemathskills,,,All Levels,General,,,
Digital Marketing Capstone,Coursera,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/digital-marketing-capstone,,,Advanced,Strategy,,,
Understanding Plants - Part II: Fundamentals of Plant Biology,Coursera,Tel Aviv University,https://www.coursera.org/learn/plant-biology,,,Advanced,physiology,,,
Linux Tools for Developers,Coursera,The Linux Foundation,https://www.coursera.org/learn/linux-tools-for-developers,,,Advanced,unix,,,
Women in Leadership: Inspiring Positive Change,Coursera,Case Western Reserve University,https://www.coursera.org/learn/women-in-leadership,,,All Levels,win-win,,,
Hadoop Platform and Application Framework,Coursera,University of California San Diego,https://www.coursera.org/learn/hadoop,,,All Levels,Python,,,
Career 911: Your Future Job in Medicine and Healthcare,Coursera,Northwestern University,https://www.coursera.org/learn/healthcarejobs,,,Beginner,medical,,,
Business Application of Machine Learning and Artificial Intelligence in Healthcare,Coursera,Northeastern University,https://www.coursera.org/learn/artificialintelligence-in-healthcare,,,Intermediate,artificial,,,
Journeys to Education Teach-Out,Coursera,Emory University,https://www.coursera.org/learn/journeys-to-education-teach-out,,,Beginner,circle,,,
The Product Lifecycle: A Guide from start to finish,Coursera,Coursera Project Network,https://www.coursera.org/learn/the-product-life-cycle,,,Beginner,Product,,,
Startup Valuation Methods,Coursera,Duke University,https://www.coursera.org/learn/startup-valuation-methods,,,Intermediate,angel,,,
Innovation & Entrepreneurship - From Design Thinking to Funding,Coursera,EIT Digital,https://www.coursera.org/learn/design-thinking-entrepreneurship,,,Advanced,learning,,,
TensorFlow for CNNs: Transfer Learning,Coursera,Coursera Project Network,https://www.coursera.org/learn/tensorflow-for-cnns-transfer-learning,,,Beginner,project,,,
Introduction to Probability and Data with R,Coursera,Duke University,https://www.coursera.org/learn/probability-intro,,,Advanced,Probability,,,
Calculating Descriptive Statistics in R,Coursera,Coursera Project Network,https://www.coursera.org/learn/calculating-descriptive-statistics-in-r,,,Beginner,covariance,,,
Leadership Through Design Innovation,Coursera,Northwestern University,https://www.coursera.org/learn/leadership-design-innovation,,,Advanced,design,,,
"Planning, Auditing and Maintaining Enterprise Systems",Coursera,University of Colorado System,https://www.coursera.org/learn/planning-auditing-maintaining-enterprise-systems,,,Beginner,separation,,,
Creating Models using Smartpls,Coursera,Coursera Project Network,https://www.coursera.org/learn/smartpls-Advanced-regression,,,Beginner,modeling,,,
Big History: Connecting Knowledge,Coursera,Macquarie University,https://www.coursera.org/learn/big-history,,,Beginner,physics,,,
Algorithms for DNA Sequencing,Coursera,Johns Hopkins University,https://www.coursera.org/learn/dna-sequencing,,,Advanced,Computer,,,
Bioinformatics: Introduction and Methods ?????: ?????,Coursera,Peking University,https://www.coursera.org/learn/bioinformatics-pku,,,Intermediate,dynamic,,,
Introduction to Machine Learning,Coursera,Duke University,https://www.coursera.org/learn/machine-learning-duke,,,Beginner,Machine,,,
Autodesk Certified Professional: Civil 3D for Infrastructure Design Exam Prep,Coursera,Autodesk,https://www.coursera.org/learn/autodesk-civil-3d-infrastructure-design,,,Intermediate,building,,,
Understanding International Relations Theory,Coursera,National Research University Higher School of Economics,https://www.coursera.org/learn/international-relations-theory,,,Advanced,power,,,
Bioinformatic Methods I,Coursera,University of Toronto,https://www.coursera.org/learn/bioinformatics-methods-1,,,Beginner,Databases,,,
Getting Started With Game Development Using PyGame,Coursera,Coursera Project Network,https://www.coursera.org/learn/getting-started-with-game-development-using-pygame,,,Beginner,video,,,
Introduction to Social Media Marketing,Coursera,Facebook,https://www.coursera.org/learn/social-media-marketing-introduction,,,Beginner,Project,,,
"Understanding China, 1700-2000: A Data Analytic Approach, Part 2",Coursera,The Hong Kong University of Science and Technology,https://www.coursera.org/learn/understanding-china-history-part-2,,,Beginner,sociology,,,
Advanced Data Structures in Java,Coursera,University of California San Diego,https://www.coursera.org/learn/Advanced-data-structures,,,Intermediate,graphs,,,
Introduction to Javascript: The Basics,Coursera,Coursera Project Network,https://www.coursera.org/learn/intro-to-javascript-the-basics,,,Beginner,mobile,,,
Value Creation: The Carlson-Polizzotto Method,Coursera,Northeastern University,https://www.coursera.org/learn/valuecreation,,,Beginner,career,,,
SEL for Students: A Path to Social Emotional Well-Being,Coursera,University of Colorado Boulder,https://www.coursera.org/learn/sel-for-students,,,Intermediate,evaluation,,,
Production Machine Learning Systems,Coursera,Google Cloud,https://www.coursera.org/learn/gcp-production-ml-systems,,,Beginner,Machine,,,
Introduction to Cost Accounting,Coursera,Coursera Project Network,https://www.coursera.org/learn/introduction-cost-accounting,,,Beginner,Management,,,
Converting Challenges into Opportunities,Coursera,University of California San Diego,https://www.coursera.org/learn/converting-challenges-into-opportunities,,,Beginner,Problem,,,
Emerging Trends & Technologies in the Virtual K-12 Classroom,Coursera,"University of California, Irvine",https://www.coursera.org/learn/k-12-education,,,Intermediate,social,,,
Neurolinguistics,Coursera,Saint Petersburg State University,https://www.coursera.org/learn/neuroling,,,Beginner,aphasia,,,
Basic Modeling for Discrete Optimization,Coursera,The University of Melbourne,https://www.coursera.org/learn/basic-modeling,,,Intermediate,constrained,,,
Computational Vision,Coursera,University of Colorado Boulder,https://www.coursera.org/learn/mind-machine-computational-vision,,,Intermediate,edge,,,
Troubleshooting and Debugging Techniques,Coursera,Google,https://www.coursera.org/learn/troubleshooting-debugging-techniques,,,All Levels,Computer,,,
Classify Radio Signals from Space using Keras,Coursera,Coursera Project Network,https://www.coursera.org/learn/classify-radio-signals-space-keras-cnn,,,Beginner,Keras,,,
Industrial Biotechnology,Coursera,University of Manchester,https://www.coursera.org/learn/industrial-biotech,,,Intermediate,biotechnology,,,
Data Visualization and Communication with Tableau,Coursera,Duke University,https://www.coursera.org/learn/analytics-tableau,,,Beginner,Data,,,
Relational database systems,Coursera,Universidad Nacional Aut�noma de M�xico,https://www.coursera.org/learn/relational-database,,,Advanced,relational,,,
Getting Started with Power BI Desktop,Coursera,Coursera Project Network,https://www.coursera.org/learn/power-bi-desktop,,,All Levels,Data,,,
"Sequences, Time Series and Prediction",Coursera,DeepLearning.AI,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,,,Beginner,series,,,
Digital Thread: Implementation,Coursera,The State University of New York,https://www.coursera.org/learn/digital-thread-implementation,,,Beginner,internet,,,
IBM Data Topology,Coursera,IBM,https://www.coursera.org/learn/ibm-data-topology,,,Advanced,logical,,,
Build a Deep Learning Based Image Classifier with R,Coursera,Coursera Project Network,https://www.coursera.org/learn/deep-learning-image-classifier-r,,,Beginner,Deep,,,
Machine Learning: Clustering & Retrieval,Coursera,University of Washington,https://www.coursera.org/learn/ml-clustering-and-retrieval,,,Beginner,Human,,,
"Global Health Security, Solidarity and Sustainability through the International Health Regulations",Coursera,University of Geneva,https://www.coursera.org/learn/international-health-regulations,,,Advanced,public,,,
Preparing for the Google Cloud Professional Cloud Architect Exam,Coursera,Google Cloud,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam,,,Intermediate,mathematical,,,
Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I),Coursera,Johns Hopkins University,https://www.coursera.org/learn/patient-safety-systems-view,,,Beginner,systems,,,
Material Processing,Coursera,Georgia Institute of Technology,https://www.coursera.org/learn/material-science-engineering,,,Intermediate,Civil,,,
Recommender Systems Capstone,Coursera,University of Minnesota,https://www.coursera.org/learn/recommeder-systems-capstone,,,Advanced,product,,,
Positive Psychiatry and Mental Health,Coursera,The University of Sydney,https://www.coursera.org/learn/positive-psychiatry,,,Intermediate,Leadership,,,
Finance for Non-Financial Managers,Coursera,Emory University,https://www.coursera.org/learn/finance-for-non-financial-managers,,,Beginner,balance,,,
Convolutional Neural Networks in TensorFlow,Coursera,DeepLearning.AI,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,,,Beginner,statistical,,,
Soul Beliefs: Causes and Consequences - Unit 2: Belief Systems,Coursera,Rutgers the State University of New Jersey,https://www.coursera.org/learn/soulbeliefs2,,,Advanced,Social,,,
Agile Projects: Creating User Stories with Value in Taiga,Coursera,Coursera Project Network,https://www.coursera.org/learn/agile-stories-mapping-taiga,,,Beginner,Project,,,
Social Pedagogy across Europe,Coursera,Universitat Aut�noma de Barcelona,https://www.coursera.org/learn/social-pedagogy-europe,,,Advanced,technical,,,
Security and Privacy for Big Data - Part 2,Coursera,EIT Digital,https://www.coursera.org/learn/security-privacy-big-data-protection,,,Intermediate,personal,,,
Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Coursera,Universit� Bocconi,https://www.coursera.org/learn/corp-sustainability,,,Intermediate,ordered,,,
Hearing Loss in Children,Coursera,University of Michigan,https://www.coursera.org/learn/hearing-loss-in-children,,,Intermediate,child,,,
Scaling Operations: Linking Strategy and Execution,Coursera,Northwestern University,https://www.coursera.org/learn/operations-strategy,,,Intermediate,investment,,,
Introduction to Human Behavioral Genetics,Coursera,University of Minnesota,https://www.coursera.org/learn/behavioralgenetics,,,Beginner,psychology,,,
Gathering and Developing the News,Coursera,Michigan State University,https://www.coursera.org/learn/gathering-the-news,,,Advanced,news,,,
Healthcare Data Models,Coursera,"University of California, Davis",https://www.coursera.org/learn/healthcare-data-models,,,Advanced,relational,,,
Biohacking Your Brain's Health,Coursera,Emory University,https://www.coursera.org/learn/biohacking-your-brains-health,,,Beginner,ketogenic,,,
Cybersecurity and the X-Factor,Coursera,University System of Georgia,https://www.coursera.org/learn/cybersecurity-and-x-factor,,,Intermediate,awareness,,,
"Nanotechnology and Nanosensors, Part1",Coursera,Technion - Israel Institute of Technology,https://www.coursera.org/learn/nanotechnology1,,,Intermediate,Chemical,,,
"Capstone MOOC for ""Android App Development""",Coursera,Vanderbilt University,https://www.coursera.org/learn/aadcapstone,,,Advanced,stack,,,
Meeting Investors' Goals,Coursera,University of Geneva,https://www.coursera.org/learn/meeting-investors-goals,,,Intermediate,Finance,,,
Digital Media and Marketing Principles,Coursera,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/marketing-channels,,,Advanced,Marketing,,,
Digital Signal Processing 4: Applications,Coursera,�cole Polytechnique F�d�rale de Lausanne,https://www.coursera.org/learn/dsp4,,,Advanced,digital,,,
Introduction to solar cells,Coursera,Technical University of Denmark (DTU),https://www.coursera.org/learn/solar-cells,,,Beginner,Solar,,,
Mind Control: Managing Your Mental Health During COVID-19,Coursera,University of Toronto,https://www.coursera.org/learn/manage-health-covid-19,,,Beginner,pandemics,,,
Getting Started with AWS Machine Learning,Coursera,Amazon Web Services,https://www.coursera.org/learn/aws-machine-learning,,,Beginner,Natural,,,
Essentials of Corporate Finance Capstone,Coursera,The University of Melbourne,https://www.coursera.org/learn/financial-analysis-project,,,Intermediate,mathematical,,,
Software Design as an Abstraction,Coursera,University of Colorado System,https://www.coursera.org/learn/software-design-abstraction,,,Advanced,abstraction,,,
"Modern Robotics, Course 3:  Robot Dynamics",Coursera,Northwestern University,https://www.coursera.org/learn/modernrobotics-course3,,,Advanced,simulation,,,
Frozen in the Ice: Exploring the Arctic,Coursera,University of Colorado Boulder,https://www.coursera.org/learn/frozen-in-the-ice,,,Intermediate,freezing,,,
Be Your Best Creative Self,Coursera,University of Colorado Boulder,https://www.coursera.org/learn/be-your-best-creative-self,,,Beginner,brainstorming,,,
Weight Management: Beyond Balancing Calories,Coursera,Emory University,https://www.coursera.org/learn/weight-management-beyond-balancing-calories,,,Beginner,Leadership,,,
The Fall and Rise of Jerusalem,Coursera,Tel Aviv University,https://www.coursera.org/learn/jerusalem,,,Beginner,i-deas,,,
Hardware Description Languages for FPGA Design,Coursera,University of Colorado Boulder,https://www.coursera.org/learn/fpga-hardware-description-languages,,,Intermediate,Combinatorics,,,
Hyperparameter Tuning with Neural Network Intelligence,Coursera,Coursera Project Network,https://www.coursera.org/learn/hyperparameter-tuning,,,Beginner,Artificial,,,
Reinforcement Learning for Trading Strategies,Coursera,Google Cloud,https://www.coursera.org/learn/trading-strategies-reinforcement-learning,,,All Levels,reinforcement,,,
State Estimation and Localization for Self-Driving Cars,Coursera,University of Toronto,https://www.coursera.org/learn/state-estimation-localization-self-driving-cars,,,Beginner,Estimation,,,
Business English: Capstone Project,Coursera,University of Washington,https://www.coursera.org/learn/business-english-capstone,,,Advanced,english,,,
Differential Equations for Engineers,Coursera,The Hong Kong University of Science and Technology,https://www.coursera.org/learn/differential-equations-engineers,,,Beginner,Differential,,,
AstroTech: The Science and Technology behind Astronomical Discovery,Coursera,The University of Edinburgh,https://www.coursera.org/learn/astronomy-technology,,,Beginner,Solar,,,
Learn to Teach Java:  ArrayLists and 2D Arrays,Coursera,University of California San Diego,https://www.coursera.org/learn/teach-java-arraylist-2d-arrays,,,Advanced,test,,,
Optimizing Your Google Cloud Platform (GCP) Costs,Coursera,Google Cloud,https://www.coursera.org/learn/gcp-cost-optimization,,,Advanced,running,,,
"Python Project: pillow, tesseract, and opencv",Coursera,University of Michigan,https://www.coursera.org/learn/python-project,,,All Levels,Computer,,,
Chemistry,Coursera,University of Kentucky,https://www.coursera.org/learn/chemistry-1,,,All Levels,Chemical,,,
Detecting and Mitigating Cyber Threats and Attacks,Coursera,University of Colorado System,https://www.coursera.org/learn/detecting-cyber-attacks,,,Intermediate,data,,,
Programming for Everybody (Getting Started with Python),Coursera,University of Michigan,https://www.coursera.org/learn/python,,,All Levels,syntax,,,
Trading Basics,Coursera,Indian School of Business,https://www.coursera.org/learn/trading-basics,,,Intermediate,trading,,,
Fundamentals of Fluid-Solid Interactions,Coursera,�cole Polytechnique,https://www.coursera.org/learn/fluid-solid-interaction,,,Advanced,Chemical,,,
Solving Complex Problems Capstone,Coursera,Macquarie University,https://www.coursera.org/learn/solving-complex-problems,,,Beginner,Writing,,,
"Easing the burden of obesity, diabetes and cardiovascular disease",Coursera,The University of Sydney,https://www.coursera.org/learn/easing-the-burden-of-obesity-diabetes-cvd,,,Intermediate,Risk,,,
Ecological and Energy Transitions in Southern Countries,Coursera,�cole normale sup�rieure,https://www.coursera.org/learn/ecological-and-energetical-transitions-in-southern-countries,,,Intermediate,Climate,,,
